[  0%] Building CXX object scratch/CMakeFiles/scratch_tcpreno.dir/tcpreno.cc.o
[  0%] Linking CXX executable "/home/nidhi/BUET /LABS/BUET-ACADEMICS/3-2 Sessionals/CSE 322/ns-allinone-3.45/ns-3.45/build/scratch/ns3.45-tcpreno-default"
0.011856	5360
0.033024	5896
0.051904	6968
0.070784	8040
0.089664	9112
0.108544	10184
0.127424	11256
0.174752	10974
0.184192	11228
0.193632	11482
0.203072	11736
0.212512	11990
0.221952	12244
0.231392	12498
0.240832	12752
0.250272	13006
0.259712	13259
0.269152	13118
0.278592	12977
0.288032	12836
0.297472	12695
0.306912	12554
0.316352	12413
0.325792	12272
0.335232	12131
0.35424	11990
0.363552	11849
0.372992	11708
0.382432	11031
0.391872	10890
0.401312	10749
0.410752	10608
0.420192	10467
0.429632	10326
0.439072	10184
0.448512	10043
0.457952	9902
0.467392	9761
0.476832	9620
0.486272	9479
0.495712	9338
0.505152	9197
0.514592	9056
0.524032	8915
0.533472	8774
0.542912	8633
0.552352	8492
0.561792	7504
0.571104	8040
0.703264	8576
0.854432	8347
0.863872	8653
0.873312	8959
0.882752	9266
0.892192	9572
0.9112	9878
0.92064	10184
0.93008	9534
0.93952	9419
0.94896	9304
0.967968	9189
0.977408	9074
0.99616	8959
1.00573	8308
1.01517	8194
1.02461	7543
1.05293	7428
1.06237	7313
1.07181	5896
1.15651	6432
1.16595	6676
1.17539	5994
1.1847	5848
1.20358	5555
1.22246	4288
1.2791	4824
1.58118	5360
1.7511	5896
1.88339	5658
1.89283	5956
1.90227	6254
1.92128	6552
1.93072	6849
1.94016	6194
1.9496	6075
1.95904	5956
1.96848	5837
1.97779	5718
1.98723	5599
1.99667	5480
2.00611	5360
2.01555	5241
2.02499	5122
2.03443	5003
2.04374	3752
2.04374	4288
2.21366	4824
2.3647	5360
2.41203	5226
2.42147	5628
2.43091	6030
2.44035	6432
2.44979	6365
2.45923	6298
2.46867	6231
2.47811	6164
2.48755	6097
2.49686	3752
2.49686	4288
2.68566	4824
2.8367	5360
2.96899	5226
2.97843	5628
2.98787	6030
3.00688	6432
3.01632	6365
3.02576	5762
3.0352	5695
3.04464	5628
3.05395	5561
3.06339	5494
3.07283	5427
3.08227	5360
3.09171	5293
3.10115	5226
3.11059	5159
3.1199	3752
3.1199	4288
3.26163	4110
3.27107	4467
3.28051	4824
3.28995	4735
3.30896	4646
3.3184	4556
3.32771	4467
3.33715	3842
3.34659	3752
3.35603	3663
3.36547	2680
3.4031	3216
3.46931	2680
3.47875	2144
4.42198	536
4.44229	1072
4.47203	1608
4.58299	2144
4.65994	2680
4.69782	2144
4.70726	1608
4.73546	2144
4.7921	2680
4.9055	2144
4.91494	1608
4.94314	2144
4.99202	1608
5.00146	1072
5.02021	1608
5.06094	2144
5.11901	2680
5.21341	3216
5.33626	2680
5.3457	2144
5.38333	2680
5.50618	2144
5.51562	1608
5.54381	2144
5.60045	2680
5.63834	2144
5.64778	1608
5.67597	2144
5.73261	2680
5.79093	1608
5.82856	2144
5.93408	1608
5.94352	1072
5.96227	1608
6.00301	2144
6.0612	1608
6.07064	1072
6.08939	1608
6.14926	1072
7.16957	536
7.18987	1072
7.21962	1608
7.33058	2144
7.38088	1608
7.39032	1072
7.40907	1608
7.44981	2144
7.53787	1072
7.56762	1608
7.60835	2144
7.6871	1608
7.69654	1072
7.74827	1608
7.82974	1072
7.85005	1608
7.89066	2144
7.94096	1608
7.9504	1072
7.96915	1608
8.01014	1072
8.03045	1608
8.07106	2144
8.14813	1608
8.15757	1072
8.17632	1608
8.21706	2144
8.30512	1608
8.31456	1072
8.33331	1608
8.37405	2144
8.43211	2680
8.52651	3216
8.5644	2680
8.57384	2144
8.61147	2680
8.70587	3216
8.74376	2680
8.7532	2144
8.79083	2680
8.88523	3216
8.97963	3752
9.11192	3538
9.12136	3860
9.1308	4181
9.14024	4074
9.14968	3967
9.15912	3860
9.16843	2144
9.16843	2680
9.24395	3216
9.31016	2680
9.3196	2144
9.35723	2680
9.45163	3216
9.54603	3752
9.58392	3538
9.59336	3860
9.6028	4181
9.61224	4074
9.62168	3967
9.63112	3860
9.64043	2144
9.64043	2680
9.71595	3216
9.82923	3752
9.94251	4288
Total Bytes Received: 433624
