0.0248043	5360
0.0533125	5896
0.0596059	6432
0.0658992	6968
0.0721925	7504
0.0784859	8040
0.0847792	8576
0.0910725	9112
0.0973659	9648
0.103659	10184
0.109953	10720
0.116246	11256
0.122539	11792
0.128833	12328
0.135126	12864
0.141419	13400
0.147713	13936
0.154006	14472
0.160299	15008
0.166593	15544
0.172886	16080
0.172886	16097
0.179179	16114
0.185473	16131
0.191766	16148
0.198059	16165
0.204353	16182
0.210646	16199
0.216939	16216
0.223233	16233
0.229526	16250
0.235819	16267
0.242113	16284
0.248406	16301
0.254699	16318
0.260993	16335
0.267286	16352
0.273579	16369
0.279873	16386
0.286166	16403
0.292459	16420
0.298753	16437
0.305046	16454
0.311339	16471
0.317633	16488
0.323926	16505
0.330219	16522
0.336513	16539
0.342806	16556
0.349099	16573
0.355393	16590
0.361686	16607
0.367979	16624
0.374273	16641
0.380566	16658
0.386859	16675
0.393153	16692
0.399446	16709
0.405739	16726
0.412033	16743
0.418326	16760
0.424619	16777
0.430913	16794
0.437206	16811
0.443499	16828
0.449793	16845
0.456086	16862
0.462379	16879
0.468673	16896
0.474966	16913
0.481259	16929
0.487553	16945
0.493846	16961
0.500139	16977
0.506433	16993
0.512726	17009
0.519019	17025
0.525313	17041
0.531606	17057
0.537899	17073
0.544193	17089
0.550486	17105
0.556779	17121
0.563073	17137
0.569366	17153
0.575659	17169
0.581953	17185
0.588246	17201
0.594539	17217
0.600833	17233
0.607126	17249
0.613419	17265
0.619713	17281
0.626006	17297
0.632299	17313
0.638593	17329
0.644886	17345
0.651179	17361
0.657473	17377
0.663766	17393
0.670059	17409
0.676353	17425
0.682646	17441
0.688939	17457
0.695233	17473
0.701526	17489
0.707819	17505
0.714113	17521
0.720406	17537
0.726699	17553
0.732993	17569
0.739286	17585
0.745579	17601
0.751873	17617
0.758166	17633
0.764459	17649
0.770753	17665
0.777046	17681
0.783339	17697
0.789633	17713
0.795926	17729
0.802219	17745
0.808513	17761
0.814806	17777
0.821099	17793
0.827393	17809
0.833686	17825
0.839979	17841
0.846273	17857
0.852566	17873
0.858859	17889
0.865153	17905
0.871446	17921
0.877739	17937
0.884033	17953
0.890326	17969
0.896619	17984
0.902913	17999
0.909206	18014
0.915499	18029
0.921793	18044
0.928086	18059
0.934379	18074
0.940673	18089
0.946966	18104
0.953259	18119
0.959553	18134
0.965846	18149
0.972139	18164
0.978433	18179
0.984726	18194
0.991019	18209
0.997313	18224
1.00361	18239
1.0099	18254
1.01619	18269
1.02249	18284
1.02878	18299
1.03507	18314
1.04137	18329
1.04766	18344
1.05395	18359
1.06025	18374
1.06654	18389
1.07283	18404
1.07913	18419
